Timestamp,Open,High,Low,Close,Volume
2025-02-07 09:30:00,100.13,100.42,99.79,100.1,623
2025-02-07 09:31:00,200.33,200.72,200.23,200.13,681
2025-02-07 09:32:00,300.17,300.36,300.0,300.28,628
2025-02-07 09:33:00,400.51,400.71,399.99,400.5,982
2025-02-07 09:34:00,500.68,500.77,500.47,500.5,246
2025-02-07 09:35:00,600.81,601.17,600.53,600.89,765
2025-02-07 09:36:00,701.17,701.33,701.0,701.05,403
2025-02-07 09:37:00,800.88,801.3,801.0,801.25,719
2025-02-07 09:38:00,901.11,901.09,900.8,901.05,847
2025-02-07 09:39:00,1000.81,1000.95,1000.59,1000.51,919
2025-02-07 09:40:00,1100.72,1100.68,1100.16,1100.67,963
2025-02-07 09:41:00,1200.42,1200.7,1200.22,1200.5,681
2025-02-07 09:42:00,1300.47,1300.37,1299.97,1300.44,794
2025-02-07 09:43:00,1400.59,1400.42,1400.05,1400.53,861
2025-02-07 09:44:00,1500.6,1500.87,1500.52,1500.8,327
2025-02-07 09:45:00,1600.48,1600.79,1600.23,1600.56,201
2025-02-07 09:46:00,1700.17,1700.69,1699.99,1700.23,686
2025-02-07 09:47:00,1800.54,1800.57,1800.25,1800.38,516
2025-02-07 09:48:00,1900.77,1901.07,1900.51,1900.5,315
2025-02-07 09:49:00,2001.32,2001.63,2001.0,2000.97,506
2025-02-07 09:50:00,2101.3,2101.19,2100.74,2101.06,498
2025-02-07 09:51:00,2201.14,2201.6,2200.63,2201.12,814
2025-02-07 09:52:00,2301.03,2301.69,2300.75,2301.29,803
2025-02-07 09:53:00,2401.23,2401.31,2400.98,2401.35,860
2025-02-07 09:54:00,2501.15,2501.58,2501.08,2501.4,598
2025-02-07 09:55:00,2601.33,2601.85,2601.01,2601.4,853
2025-02-07 09:56:00,2701.16,2701.36,2700.98,2700.95,564
2025-02-07 09:57:00,2800.86,2800.85,2800.38,2800.79,790
2025-02-07 09:58:00,2901.12,2901.49,2900.67,2901.17,830
2025-02-07 09:59:00,3001.52,3001.75,3001.11,3001.32,181
2025-02-07 10:00:00,3101.23,3101.64,3101.06,3101.23,703
2025-02-07 10:01:00,3201.49,3201.76,3201.22,3201.36,786
2025-02-07 10:02:00,3301.93,3302.33,3301.68,3302.01,850
2025-02-07 10:03:00,3401.95,3402.0,3401.89,3401.84,871
2025-02-07 10:04:00,3501.79,3502.03,3501.48,3501.9,464
2025-02-07 10:05:00,3601.9,3602.26,3601.93,3601.97,262
2025-02-07 10:06:00,3701.93,3702.52,3701.9,3702.18,147
2025-02-07 10:07:00,3801.99,3802.16,3801.53,3801.97,610
2025-02-07 10:08:00,3902.16,3902.41,3901.75,3902.05,428
2025-02-07 10:09:00,4001.62,4002.07,4001.59,4001.68,939
2025-02-07 10:10:00,4102.0,4102.02,4101.67,4101.9,215
2025-02-07 10:11:00,4201.84,4202.17,4201.81,4202.01,948
2025-02-07 10:12:00,4301.77,4302.22,4301.42,4301.63,436
2025-02-07 10:13:00,4401.75,4401.98,4401.65,4401.56,980
2025-02-07 10:14:00,4501.47,4501.82,4501.28,4501.53,836
2025-02-07 10:15:00,4601.4,4601.6,4600.9,4601.4,963
2025-02-07 10:16:00,4700.85,4701.21,4700.87,4701.0,939
2025-02-07 10:17:00,4801.02,4801.05,4800.42,4800.78,246
2025-02-07 10:18:00,4900.98,4901.28,4900.59,4900.98,674
2025-02-07 10:19:00,5001.03,5001.29,5000.99,5001.03,905
