movies;sport_stuff;gardening;music_pop;music_rock;movies;boy_toy;sport_stuff;music_rap;boy_toy;movies;music_rock;movies;music_pop;movies
0;0;0;0;1,13784319541317;0,40023934841156;0;0;2,3809394582086;4,77635335922241;2,78647955683362;0;0;0;0
1,79383979960989;0;0,5;0,5;0;0;0,85824270097457;0;1,79579280703133;1,06636556846386;1,55238210063073;0,707646775156095;1,47188433840493;0,5;0
0;0;0;0;0;3,65992744414132;1,62824825412978;0;1,83990167842242;0;3,23162033768912;3,10151458070684;0;0;0
3,70606222688503;0;0,843436532348132;0;0;2,49213413614413;0;0;0;0,5;3,39336678823147;4,41703673657823;3,11843374912554;0;0
0,62208705657259;0;0;0;0;0;0;0,385450392961502;0;0;0;0;0;1,04746897357864;0
0;3,63549501944124;0;3,89613407938561;3,52034635912643;2,21568156183496;0,5;3,46351441902272;0;0;0;0;0;0;1,1550798463426
2,27577340476018;3,48783759097002;0,5;0;0;0;0;0;0;0,5;0;3,18283273195048;2,2301422807994;0;0
0;1,998029280453;0,889559299866464;0,774346392962312;1,74934327602386;2,89177595004056;0;1,80632622950074;2,7722378930879;4,48987222346006;0;2,78839888693225;0;0,957515449010541;1,77193689638373
0;2,00341681530858;4,11569677904048;2,85860558499517;3,54879694876671;3,82127396847181;3,05927346789244;1,33746270851114;1,70551524809818;3,6384068250835;1,12895476818085;0;2,88298884075274;1,86079326079264;3,89322782116627
0;0;0;0;0;0;0;3,73344812716052;0,842262617937412;4,59238631911221;1,06682543459666;1,36482538579257;0;0;1,56575845022023
0;2,42953700080027;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2,4006440166387;3,74512492527493;0;0;3,54520250370037;0;1,69465023777199;0;0;0;3,41582749430827;0;3,16125157808943
0;0;2,81342746169;0;0;0;0;0;0;1,89303631470214;2,76654441085017;4,11420784104346;0;0,5;0
0;3,9315467681417;0;0;0;0;0;0;4,30965171908478;0,5;0;3,74842691316662;0;0;0
0;0;0;0,5;4,39102399507119;0;0,779691680697581;1,29336203974363;0,713551319070883;0,543957439038883;0;0;0;0;2,82793858103824
0,928822203738998;0;0;3,35512423112761;3,66105824320626;0;0;0;2,07198684526234;0;0;0;0;1,86161695460864;0
0;1,27631998214699;1,27598850185796;0,920622256314672;2,47454870933413;0;0;0;0;0;0;2,89891562047364;0;0;0
0;2,41659665107727;0;0,5;3,30355525310317;1,0999975931365;0;1,13830602175477;1,30018333825291;0,511119316104389;2,76652924519336;0;0;0;0
0;4,31963587613759;0;1,81491898876378;4,85059038170175;0;0;3,16255073350042;1,1607289501283;0;1,93214358013689;0;1,44883906117121;0;0
1,19882759973352;0;0,5;0;0;1,98996948729733;1,21514138193575;0;0;0,559880407089312;0;0;0;0;1,09179391809357
0;0;0;0;0;0;0;4,62416839209579;0;0;2,09062779559317;0;0;0;0,552971109772553
2,67057944842176;1,59305311208267;3,46054106646243;0;1,92710868778038;0;0;1,84028904551654;0;0;1,43803317329755;0;0;1,84284637861086;1,34103829150136
0,914978292731092;0;0,761467847862033;0;4,96621531991577;2,65671488137763;0,5;4,35224414027866;2,2523369580751;0;0;4,61643119045367;0;0;3,53302579700622
1,68693271171624;0;0,5;0;0;1,47881670830716;1,66643498892264;0;0,67854134304381;0;1,13366603438448;0;1,92246717956032;0;0
0;0;0;0;3,92406886905621;0;3,35876872034686;1,1765278885963;1,62360643903893;3,26413917134709;4,37739185214853;2,32879907280616;0;0;0
0;3,57082896193994;0,5;0;3,37793896271751;0;0;0;1,20261148559051;0,5;0;0;0,916064461654082;0;1,94812072578264
1,68225094568089;0;2,49639455112461;0;0;0;0;0;2,77240041725915;4,63726966485254;0;0;0;0;0
1,3578805093923;0;0;0;3,72927904129028;0;0,5;0;0;0,5;0,534663040439907;0;2,95934076139673;3,75631354784421;0
0;0;0;0;4,56207216976307;0;0;4,17159974536467;0;0;0;4,51685930952284;1,60348657593293;0;0
0;0;0;0;0;2,2667388866035;0,5;0;0;0;1,30561649799347;0;0;0;2,93669869375261
0;0;0;0,5;0;0;0;1,43854626847363;0;0;1,06455599403221;3,49722520937083;0;0;0
0;0;0;0;0;0;0;0;0;0,5;0;0;2,94476501641086;0;0
0;0;0;0;0;0,640734210210263;4,11802478698922;0;2,13059081655489;4,2402623511107;0;0;0;0;1,7723216327244
2,73328939743028;0;0;0;0;0;0;3,84104015763897;1,93374973579019;0;0;0;0;1,39986595530057;0,704524976529425
2,93610407572058;0;0;0;0;0;0;0;1,70383423413329;0;0;0;0;3,33719367503058;0
2,39286412410106;0;0,5;0;0;0;0;3,19581266315459;2,71496928376843;0,5;0;0;0;0;1,50580698508108
3,67251169340336;4,36596895911077;0;0;0;0,861571326554553;0,5;3,16818436708682;2,87653023371311;0,5;0;4,44971990047475;0;0;0
0;0;0;1,31771248454122;0;2,31509443526859;0;3,27890301974439;0;0;0;0;0;0;1,13002531189938
0;0;0;0;2,25763434276806;0;0;2,23847840597782;2,12826466560364;2,09204053878784;0;0;0;2,6754223530532;2,85976544947352
4,94173446015536;3,82199331411253;0;3,99029605742092;0;3,25759816740528;1,49808784457766;0;0;0;0;3,39969928953783;0;0;4,05129512168993
0;0;0;0;4,29674394582247;0;0,689268970717336;1,09689259440493;0;0;0;0;0;0;0
0;0;0;0;2,46693543692442;0;0;1,08724844646046;0;4,84939815609222;0;0;0;0;0,752642438398973
0;0;0;0;4,06013972175314;0;0;1,65385453945671;1,33141010456318;1,29467535777701;2,53175355285953;0;0;0;0
3,0095591545105;3,6954749490579;0;0;0;2,2948225556383;0,5;0;3,70424536555272;0;1,21776808738605;0;2,80644641085828;0;0
0;1,76266499597703;0;0;4,94157075881958;0;0;0;0;1,27605718387107;3,56576020902291;3,65553076316394;0;0;0
1,59984506834291;0;0;3,13309383119135;4,62784949020848;0;0,5;3,82421474104012;1,2619934651358;0;0;0;0;0;0
3,29425790989504;0;0;3,41797306827175;0;0;0;0;0;0;0;4,52377167461616;2,38860216289228;3,22985925163601;1,15001886088868
0;0;2,81838671132847;0;4,34772156241709;1,13591046451401;0,58889154185955;1,34084958738687;0;1,38455480261918;2,50900787744159;0;0;0;0
1,42454051525543;0;0,70465572257743;0,5;4,97237355819548;1,51126872771944;0;0;0;3,81121110162288;2,16756283918748;0;1,55132078218801;0;0
0;1,97304362755876;0,892592074532337;0;4,88162936916651;0;0;0,961965168110079;1,68805119776542;2,76336047833942;1,72634448517409;4,36718606826253;0;0;1,80782761462397
0;0;1,16376055714849;0;0;0;0;0;0;0;0;0;4,54017518998132;0;1,76755428314209
2,05839443206787;1,91055409745805;0;0;0;0;0;0;0;0;0,783363147305028;0;0;0;0
0;1,98187677375128;4,77764546860831;0;0;0;0,970296814791065;0;0;1,25849546504137;0;4,86385771812119;2,86353721440003;0;0
0;4,3810487125912;0;2,20934153218257;4,50952284667153;0;0;0;1,03606218101273;0,5;0;0;2,09107625861237;0;1,23201069712267
2,12156855879425;1,0004177801313;0,871076016859653;0;2,50137130799767;1,26130187989273;0;0,405124247074127;1,07998226121067;0;0,609869350031889;0;0,623624331375409;1,17693678111627;2,65643162823116
1,33413888389903;3,13915576186923;0,5;0;0,987127692199837;0;1,25446845649484;0;0;0;1,11178532434245;0;1,61854415229454;0;1,44967389546785
0,83151473073825;0;0;0;0;0;0;0;1,70483363452593;0,5;0;0;0;1,9868990261978;0
0;0;0,885579182480266;3,13224922871788;4,01926955255646;1,79008465809286;0;2,23226284980774;0;0;0;0;0;0;0,777046747169013
0;0;0,5;0;3,59139419886814;1,30826636557852;0;0;0;0;0;0;0;2,86993507802018;0
2,54793830031899;0;4,62932153447965;0,5;0;0;0,686960736376681;1,71678338279798;0,595456417927265;0;2,5127005649324;4,08998975953552;3,01475472260022;0,5;2,13324744493386
2,69362408187875;1,57459153657527;0;0,5;4,43201366599277;0;1,51226460794558;0;1,02262530802871;0,795143291491616;1,76016576809816;4,46055405841235;0;0,5;0
1,89609825210464;2,02326130867004;0;2,43100440382539;4,85626951365558;1,82099595471332;0;0;0;0,5;0;0;0;0;0
3,34101541169966;3,18963228733727;0;0;4,67357233710288;2,02306652069092;1,37035049701592;2,36719441413879;0;1,39912789566402;0;0;0;0;0
2,87489013368026;0;0;0;4,25083433988077;2,48807809664313;1,31681393893287;0;0;0;0;0;2,23903602885038;0,5;0
0;0;0;0;1,66678015779088;0;0;2,72791627269607;0;0;0;0;0;0,543354212326628;0
0,522828870463571;4,84294321566957;0,591373066227591;0;2,69733762741089;1,84432770607263;0;0;1,79853507541052;0;1,35804128011597;0;0;0;0
0;3,99781977338615;0;2,60744323097516;2,6251315263217;2,17359463599212;0;0;2,81845912189151;0;3,91077521252948;0;0;2,26877225622012;3,13425530918606
0;0;0;2,36563273536304;3,48622115537814;0;0;0;0;0,5;2,65474982846284;3,16696588656258;0;0;0
0;0;0;0;0;0;0;2,29526805877686;0;1,41845117063189;3,62351131281979;3,47717204805332;0;2,71352356891778;4,81756979125439
0;3,13049747614679;0;0;0;0;0,5;4,09579075085735;0;0;0;4,23989158833394;0;2,32991043307349;1,25165700598231
1,6215331853002;0;0;0;0;0;0;1,63183961419009;0;0;2,478284790869;0;0;0;1,08094031204513
1,08201344943699;0;0;0;3,14007799752992;0;0;0;0;0,5;2,9927633639857;0;0;0;0,933055932136744
0;0;1,35845302830378;0,5;4,22022877597261;0;3,09822789886884;0;0;0;0;0;0;0,5;2,51883159648573
1,53520097049661;0;0;0,791581692542686;0;0;0;2,51458711107941;0,673616513923563;0;0;0;0;1,50818547211037;0
0;0;0;0,5;0;3,87811425858089;1,98895971755914;1,54796303321978;0;0;0;0;0;0;3,9925145097042
