sport_stuff;boy_toy;gardening;music_rap;sport_stuff;hightec;books;girl_toy;music_rap;books
3,66378312868242;0,5;0,964854862524595;1,91724939966446;4;4,86955030722057;2,00373695977206;0,5;1,54995160109827;3,98279372043106
3,71681615790204;0,5;0,5;3,28074199253728;3,5;2,76082044502758;3;0,5;3;1,03721828574185
1,5;4,88768153306455;2,25;2;1,5;0,353408634662628;2,73435113240702;4,5;1,08019649982452;3,25594409427417
1,01655519801032;4,10371532715099;2,14406601183306;2;1,5;3,24437727418001;3;4,5;2,30509362244284;3
2,77832883912061;1,70496930657186;1,5;1,37929779634778;3,96163726596238;1,78971718451461;2;4;0,884563771954069;1,98724806634115
3,56704676457078;0,5;0,5;4,14033297595584;3,5;3;3,4991807464972;0,5;1,54061128410539;3
1,5;4,57653403495277;2,25;1,9892578353124;1,86598727147374;3,85753641457182;3,92280668854844;4,5;2,91091084480286;3
3,40866160392761;0,5;0,5;3,41941670627306;3,50879762717932;3,86113602661581;3,05699186309101;0,5;2,89358695498369;4,63193236833063
1,78975951848075;4,06043875313384;2,25;2;1,5;3,5;2,68565357694666;4,29948780746175;2,03614066961973;3,01335676341008
3,14777036483761;0,5;0,5;2,44353832371698;3,5;2,79908849894958;1,38645350951071;0,5;4,05050697133434;2,30250549563323
4;0,5;0,75;2;4,50184392929077;4,39065969986406;3,05692891732647;0,5;2;3,39872588748053
1,5;0,578245187680351;4,68962174313591;1,43231739217058;1,5;2,25;4,5;1,66555473099721;1,87129176681456;4,5
1,22999877213966;3,00857608858895;3,88337097125285;1,69855418228477;1,70903381831433;3,21688605296281;1,63765164540971;3,65346528899552;1,18108233491941;2,58597653572726
2,05427037135431;1,66535627841949;3,5;1,5;2;3,49565872573092;3,10397620876505;3,5;1,5;2,5
1,74875222553907;4,5;2,25;2;1,5;3,44217254661125;2,95672315496799;4,66699408817431;2,92295183703441;3,71409513974287
1,5;1,25;4,5;1,68889259206545;1,28736534588382;2,73214218822873;4,5;1,5;0;4,04779137021293
1,92590042386479;2,47882008552551;0,741543531297494;2;1,70139252753062;3,5;2,35342488733745;4,3466984612619;1,73480783064608;3,8593741533623
3,46501638575691;1,5;1,25;2,92129717437611;3,1824050676927;4,38442861120423;3;0,878725432734343;2,32875501379778;2,85000273252372
3,08772371573733;0,5;0,5;3,45825900251896;3,47826598653489;2,65235214803943;3,07239783279244;0,5;3,78485959711711;3
1,94610200726711;1,92569697435279;1,82442016914693;1,29290146766831;0,940409966251072;1,91313585052878;4,11385154589724;2,78512320610933;0,270645946264267;4,34370305498303
2;3,86621919081836;4,42407815457512;1,5;2,48695369227182;4;1,86981964111328;3,52990746498108;1,23141959180656;2,55031265809681
3,15381486627917;0,83820958614266;0,701119827200249;3;4,99483659956364;2,40796022368966;3,24485657748061;1,5;3,87645447993486;4,4789942817199
3,61202546889522;0,5;0,75;2;4,01295250142596;3,20537794856605;3;0,5;2,60407635923665;1,21873950958252
3,02973522573232;3,68243577921876;0,5;1,25;3;1,25;1,59910136023494;1,21044497504385;0,50531055312851;2,98544770757921
2,81133997059024;3,42428982743262;4,63157539192195;1,5;1,343739848744;4,34535014040086;2,5;3,26393928204847;1,62259794660965;1,87241870903988
4,53283137713225;0;0,75;3;4;2,18628670423584;4,6749747645459;1,5;2,56353925008492;4,79707713788239
2;3,5;3,5;1,73057659283773;2;4;2,5;3,27474886610859;1,51189697092022;2,49435707158146
0,33088281750679;4,16077539751342;3,45679914437085;1,7203356422113;1,50081332284064;3,197984992153;3,7121302586571;4,33064905057226;2;2,28749464838183
1,5;0,766661748181405;4,5;1,25;1,48764353454469;1,71568114204131;4,66876295007242;1,43115067688336;0,962971579731895;4,35437169966957
3,5;0,5;0,5;3;3,5;3;2,21610000227396;0,5;3,8596080685312;4,03997351370751
1,5;0,552955187183318;2,35854887962341;1,25;1,5;0,700227391300829;4,63409458549418;1,5;1,54985652214375;4,95092977301727
2;3,5;2,18230487833838;1,70268704728349;2;4,1494363924253;3,59608577126455;2,53046727180481;1,76889960270789;2,5
3,52342723380934;0,5;0,5;4,6069939916986;3,47100031956611;3;2,03519445519671;0,5;1,22171043801201;3,2448884501331
2;3,63413977373119;2,40100314486819;1,5;1,7767374006923;4,63570042310082;1,33993024581109;4,22695159912109;1,20767749017462;3,38266768743408
3,09113754615706;0,5;0,5;3;3,02618677123738;3;3;0,5;3;1,62974721408903
4,66974336917966;1,52391383914459;1,91027596006648;2,29600833556429;3,13078553328793;4,76138831477677;2,46350102520711;0,75;2,87069348891764;3,88838056562859
1,36548963485541;2,58135461807251;4,71349863135884;1,69753725253862;1,5;1,69281773580835;4,71784686889399;1,60878247842602;0,682661982338252;5
0,645675934220513;1,85482249565181;2,258230324722;1,24671209684886;0,846844541303275;0,778801560401917;4,5918178519196;3,16942268664456;0,678707459791893;4,51881240751539
4;0,5;0,877994473268275;2;4;4,45233704310485;3;0,5;1,2595197457166;2,32765898868798
3,19839376499802;1,5;0,75;2;2,84527063369751;4,42625102467195;3;0,5;2;2,85597671515121
3,96624595204659;0,5;0,5;1,25161327247117;3,0089981467505;3;4,44933141742336;0,5;3,35590507572326;3
3,60487310942489;0,5;0,5;3;3,5;2,84817361964293;4,61775899660669;0,5;2,8537146494974;3
1,5;4,58495853123486;3,38090336852749;2;1,45180921882941;4,55517988631277;3;4,67724313106259;1,85844773559759;3
4,05331238873923;0,63964575791715;0,882930510390052;3;4,85839890402667;3,5;4,46246586435589;1,5;3,99022390692971;4,74104728071999
4,10817077248738;0,5;0,625643365609293;2,71217332301297;4,84026899460716;3,19609165014517;3,71322935061214;0,5;2;3
2;3,20914274044761;2,80826803660405;1,23905938129828;2;4,28562116622925;3,49346088082225;3,98645523795227;1,5;2,5
1,10666004107644;4,01164489053732;2,25;2,55347586495498;1,80941144414684;3,5;3,32395778844317;4,5;1,28494510626651;3
3,07202459036933;0,5;0,5;1,29116057804374;3,33428070709774;3;2,8400449388847;0,5;1,60524258418253;3,22755146502869
2,84212159637461;3,67694072736285;3,5;1,18974216058373;2;3,45795218388455;2,5;3,27945271333654;1,60498376311966;2,5
0,186434045433998;1,15525279899838;4,76822576940443;0,686567560856495;1,5;2,25;4,14402587765084;1,5;1,19095178492877;4,0417001238287
1,08496603140839;1,25;4,82400733596832;1,25;1,8233549240154;3,58428706512055;4,04111025903426;1,35008772385776;0,628268922273195;4,32388025677012
4,01263010176487;0,5;0,806740137658427;2;3,94945153545097;4;3,06005284798334;0,5;2;1,63415086269379
0,568527769329272;2,6085745923261;1,75;1,5977796847456;0,898751202690765;1,67323559647111;4,8670399756483;1,47601914405823;1,25;4,12950391049008
4,07531452178955;0,5;0,818697266429056;1,24774635687831;4,80304043078937;3,52839813312907;3,23297213727281;0,5;1,5608803632487;3,94114791133494
4,93011070132726;1,5;1,85869753680131;2,73003169322854;3,47584561653242;4,41881381600109;2,7706365765867;0,75;2,74643222417051;3
0,608902898202139;2,95141363143921;1,75;1,25;1,25;1,47939527173498;4,1888719760761;3;0,991930561369253;4,11098772804765
1,1770444569071;1,05228355832039;4,42301208126499;1,25;1,5;2,96257604167917;4,6599500950705;1,5;1,11013801331173;4,88348900428204
3,55722414076199;0,5;0,584589161716676;1,9240198810231;3,78725184164348;3,46157025753594;3;0,5;2;3
1,5;4,99071191297412;1,89309791843085;2,28444926500528;1,63722262281795;4,75368595123291;2,7765779601301;4,53461025121371;2,29524483312631;2,10503621869955
3;1,79941957830424;0,5;1,94593151586406;3,88627872610757;1,25;1,63738603081432;4;1,25;2,04198338978085
3,69446325302124;1,5;1,2602177400888;2,13846915221702;4,7910478905733;4,5655285397384;2,18330435090852;0,75;1,84933543205261;3
1,11972618103027;4,79004771811424;3,85341002249783;1,74960970354714;1,00605287589415;4,50048566586361;2,93871507371716;4,18330208639768;1,91595216324364;3,69573890310514
1,61383724212646;1,04574837700732;4,0275154807733;1,59355035382023;1,5;0,846628904342651;4,5;1,25614636775858;1,31226584469539;4,94803240054661
1,36397831531427;4,97150730806007;2,25;2,8058185027008;1,16302981281794;3,31732066921765;2,08875322341919;4,63357364136426;2;3,7255457629103
3,5;0,5;0,5;3,43584429586113;3,5;2,22410053304587;1,54737292441883;0,5;3;3,71027070410097
3,50527623738408;1,25;0,5;1,46555539754478;3,58262750486966;0,0805774703621864;2,37286102183762;3,70927636917181;0,860101772174287;2,74444744444659
3;0,894627355222882;0,5;1,25;3,91288502230909;1,37360238184854;1,89222744614455;3,28361127538775;1,62952875608091;2,32542361101388
4;1,16793588836116;1,25;2,28642185604499;3,64605416853263;4,93404001786096;2,75147608609473;0,656534709574904;2,06633613121991;2,58399131548777
1,99456045310691;4,60282569127289;2,25;1,42892934029406;1,5;3,5;3;4,5;1,27040302859172;3,58583882711168
3,92204702595344;0,5;0,737204644241;1,52112976020255;4,50514101120883;3,41973923352535;3;0,5;2,67672130543586;3,10787527128489
4,56115973440984;1,5;0;2,5;3,43321270422694;4,5;2,63620854012492;0,611781994864243;2,62384491536014;3,28402404267528
3,5;0,5;0,5;3;3,24838879529777;3;1,92954993247986;0,5;4,94522250813675;1,86259285028213
3,9881001594421;0,75;0,930184390829031;2,9860741379606;2,21432948112488;2,73950736631616;4;1,25153376872257;2,31864665929165;4
4,76683797769567;0,75;0,949202125402727;3,85968551591955;3,90423344769712;3,5;4;1,5;3;3,46170742272479
2,2577702999115;0,5;0,5;3,38258331566238;3,62178661749781;2,27036740177794;3;0,5;2,65380765947225;2,17543553988237
1,38801777148061;4,5;1,47329088788167;1,96460033625579;1,04002232711763;3,5;3,49316032020988;4,94613087081636;2,56565661149363;3,91927242279053
3;4;0,5;1,90121582471822;2,6085204065817;0,889439519443288;1,3017565702562;1,09449685322796;1,25;2,72649990195711
1,47848184429038;3,5;3,63872752088994;1,03795695304871;2;4;1,54852947292315;3,36985192232293;1,61031118436265;2,5
4;0,794879313462823;0,654967644789707;3;4;3,5;4;1,5;3,68192377392292;4
1,8346616359589;2,25;2,41676021992078;1,25;0,738481722650343;1,75;4,16958967138528;3;1,25;4,52659673128584
3,5;0;0,5;4,52754553757959;3,5;2,90264673852485;3,29758189353048;0,5;2,42413293636596;3,75056968012386
3;4;0,5;1,26209373365254;3;1,75242232123968;1,17189296994912;1,80876266365348;0,517935952645697;2,4741695008586
3,29158970820326;1,5;1,25;2,64064564865113;4,35391580003962;4,5;2,0274485517421;0,918644755575175;2,43936606749863;3,67462144590664
2,42047675997972;4,01482053334584;0,5;0,657170728155026;3;1,25;2;1,01403043885437;0;1,91056048870087
4,66708338897074;0,5;0,978451721127355;1,60205636294654;4;4,23677718231304;2,52717972664497;0,5;2,16915062124336;3
4;1,44737736855046;0,654072426098433;2,46336428237304;4,28534089274953;4,5;3,61221133340719;0,944055478062507;2,96151564268466;3,81017097635668
1,79066030764517;4,04615340104613;2,53146754975033;2;1,29248030031681;2,8467466453308;3;4,5;2,01223535976011;3,8158778947852
1,43465913666164;4,62239506357461;3,68312766295072;1,10881714248509;1,13763969491126;4,40127869900376;2,06854201297674;4,5;1,52065807325796;3
1,5;4,5;3,41910505360882;2,67682236138583;1,50873132306558;3,5;2,1208659224775;4,46177591824055;2;3
1,76366838708691;3,58998764776158;0,789491081046635;1,62002266716213;0,910230766707207;2,75627136230469;4,67586377667071;3,42466333016039;0,787738122645644;4,73886996262654
3;1,2121993485895;0,5;0,996208976719626;3,65980281664981;1,47467813732786;2,74158412857986;4;0,163540720939636;1,17598920323699
1,42029889133773;3,94894936818115;2,80757403876985;1,95473394307994;2,79821502501062;3,11258245823559;2,5;3,0160090741776;1,03901465052693;3,46004734442571
4,79920935435184;0,645684429745043;0,613092105189847;2,41151857376099;4;2,55587506832363;4,20813625920943;0;3,76440763473511;3,79978768285354
2,12219809280811;1,25;0,5;0,876006573148075;3,28244034353757;1,79993803463873;1,77456093615599;3,89722412866411;1,25;2
4,71960184989478;0,5;0,783477663993835;1,52222728846698;4,28625172063999;4;3;0,5;1,2811038532672;2,13258891186332
4;0,578294197599541;0;3,85161659021471;4,26074259041843;3,65320685769115;1,14377117156982;0,425450205802917;3,69537076526106;4
4;0,5;0,903611361980438;2;4,59041432924122;3,24690699495697;2,26634169661735;0,5;1,64581950504604;3
1,90755085549669;1,72114121505112;4,5;1,66494175915836;1,08124179117439;1,11246558935962;4,46719758280888;1,5;1,25;4,79274020567198
1,9076116219664;3,5;3,2359983921051;1,63107560324998;2,59914364088287;4,83182473845399;1,798185991495;3,5;1,83041909003184;1,02989025648213
1,15788540391153;4,95793161446132;2,25;2,46520553224962;1,55593011274744;3,5;2,5291301051756;4,7525556430931;2,69471625876367;3
1,29783767242815;1,43412887581351;4,5;0,840979871731708;1,07514549050254;0,96851955073351;4,31470607794575;1,5;2,23818278312683;4,71385868346033
3,66999065767508;0,5;0,5;1,39389431476593;3,13442749117242;3,03826435051778;4,40871943505887;0,5;4,32002522578464;3
4,85213347238122;0,5;0,75;1,69456938500263;4,98395759332178;3,02545135655694;2,81898365859826;0,5;2;3,41528992420774
3,48784784296893;1,04289226864599;0,5;1,65453076625919;2,65980995849697;1,89966592211261;2,85254526876497;1,19825088977814;1,25;2
3,91783714294434;0,623081761469637;0,75;3,55625438690186;4;3,29676783191821;5;1,46311810960207;3,09206159370582;4,26529897156418
1,67813614554616;4,44138809360628;2,55363099139818;2;1,70554062617269;3,5;3,70580164981345;4,39160711289924;2,40232699895386;3,69176106606226
4;0,5;0,75;2,80372825162659;4;3,94674069851019;3,0571806743076;0,5;1,57288457852457;3,29452049326828
4,53157926049623;0,5;0,75;2;3,41979068257836;1,7131267786026;2,62408456235383;0,5;2,25088345410809;3,79219544576118
3,09941677940051;0,5;0,75;1,84170285837804;4,00093675544529;4,89816172323104;3;0,5;2;3,17390535174585
1,23753667470884;2,58503604032334;2,40319798858985;1,25;0,841585669592761;2,18343874820668;4,54013508536859;2,15041916638167;1,93723556652536;4,5
3,53887627950817;1,29698173762159;1,47449495153245;2,5;4;4,5;3;0,75;2,40939156171372;2,77501965629636
1,5;1,25;4,5;1,25;1,12704974744797;1,18148282597842;4,94606128192789;1,58351413327433;1,25;4,57553988628813
3;1,44766330718994;0,5;1,93431332844045;3,14355701727027;0,833199659983255;1,99622738361359;3,9901680541179;1,64061687683715;1,80109455566904
2;3,5;4,45849428393808;1,55557407557758;2;2,64758110046387;2,5;3,5;1,45097725486894;3,46930864614868
1,5;4,96633030100089;2,25;2;1,49470287584453;2,00432900153302;2,01463344321336;4,5;1,3204551601412;2,89113791421574
3,28722349847072;0,5;0,556145228238844;2,98015815018684;3,28282594600824;4,89717248170505;0,659945607185364;0,5;1,61473101126716;2,05804386365136
1,25;0,535033822059631;2,17716117770279;1,54020906264903;1,25;1,75;4,5;2,94710397671308;0,552289650799841;4,47540547115514
4,90445114108941;0,739272189903665;0,768633219771382;3;3,38046501408353;3,16148167250747;4;0,46417310833931;3;4,11194428294522
4;0,5;0,75;2,06278797754216;4,42525638985692;4,1426539491595;3;0,5;2,66751108675614;3
4;0,702948386409762;0,685212493960379;3;3,45066869279866;3,5;3,81199032571725;1,17627739906311;3;4,40815904708959
1,5;4,15434553295111;3,80443325070871;2;1,86652255424602;3,5;3;4,5;2;3,86766044044293
4;0,5;0,75;1,26128021639831;4,08052231794248;4;3;0,5;2,81639901540074;3
1,5;4,27784729003906;2,25;2;1,5;4,27775841545209;3,82910749121993;4,5;2,86745961376813;3,81397005161921
