makup_beauty;makup_beauty;hightec;gardening;movies;hightec;movies;movies;music_rock;sport_stuff;hightec;sport_stuff;books;both_toy;gardening;movies;hightec;music_pop;hightec;hightec;gardening;music_rock;sport_stuff;sport_stuff;hightec;makup_beauty;sport_stuff;hightec;boy_toy;sport_stuff;books;movies;hightec;sport_stuff;movies;both_toy;music_rock;hightec;hightec;music_rap;gardening;gardening;movies;music_rock;girl_toy;boy_toy;music_rock;books;hightec;hightec;makup_beauty;gardening;movies;music_rap;music_pop;music_rock;gardening;sport_stuff;music_rock;hightec;makup_beauty;hightec;both_toy;music_classic;hightec;movies;movies;music_pop;sport_stuff;sport_stuff;sport_stuff;boy_toy;sport_stuff;both_toy;hightec;girl_toy;girl_toy;music_pop;makup_beauty;music_rap;music_rock;hightec;gardening;music_pop;boy_toy;movies;girl_toy;boy_toy;music_rock;sport_stuff;books;music_rap;books;girl_toy;makup_beauty;movies;sport_stuff;makup_beauty;makup_beauty;makup_beauty
0,5;0,5;4;0,719873909940884;0,742670135685555;4;2,25;2,94155924787818;4,5;4;4;4;3,26149548648926;2,48231884603497;0,581597020421921;0,599653586791667;4;2,5;4;3,86743261798631;0,651156544685364;4,44236114548629;4,35109367470774;4;4;0,5;3,29927849769592;4;0,5;3,72668528311266;3;2,25;4;3,08172374222508;3,16795107823235;0,527386168962059;4,5;3,16802565854417;4,89903503279157;2,40091442102609;0,75;0,700791772315647;2,25;4,95904356332451;0,5;0,5;4,65715645377392;2,80299854874751;4,8265502014321;4;0,5;0,75;2,25;1,76214230060577;2,5;4,5;0,75;4;4,25348239916073;4;0,5;4,29148411438404;1,75;0;4,91383421323906;3,98685331967978;3,53563872703148;2,5;4;4;4,98796269576436;0,5;4;1,75;3,80259075239421;0,5;0,5;1,61247634887695;0,5;1,90842954670472;4,5;4,67584907620952;0,75;2,15847114574093;1,5;0,697838511875755;0,5;0,5;4,63674067037028;3,65738369182562;2,86607765260436;2;3;0,5;0;2,25;3,89594078063965;0,5;0,5;0,5
3,72047253964491;2,5;3,5;2,66967346969511;1,75;3,5;1,93465513779533;1,75;1,07194209098816;1,90710224998514;3,54499682157533;1,5;3;3;2,83526158332825;0,44083771109581;4,22832591236957;1,25;2,84671360945642;1,64579296112061;3,86417610448048;2,48167378245;1,39369785198648;1,5;3,5;0,1793452501297;1,5;3,5;4,5;1,19390065604537;3,22856025268722;1,75;3,06152424591664;1,60024486230698;1,75;3;1,67442709518337;2,1251430744888;3,5;2,96527445687227;2,25;2,25;0,684619553705966;2;4,5;4,73394475725197;1,26879637142122;3;0,996922492980957;5;2,5;1,6764877849149;1,75;0,625315725803375;1,25;2;2,25;1,69902652255214;0,285747945308685;4,58138108559948;2,76773259079444;3,67719531137366;3;1,75;3,5;1,75;1,30569746825178;1,25;1,55072868873865;1,5503152215622;1,5;5;1,5;2,381192057571;3,16902896723199;4,31284461510966;4,53513673112501;1,4048764940374;2,5;2;2;2,6211270543845;2,25;1,25;4,11582650529026;1,75;4,5;4,00239869160689;2;1,28265610536684;3;2;3,64825486841065;4,96947817828948;1,04677587284091;2,86766056384317;0;3,57911580781411;2,5;2,5
2,07569980485165;2,16965482904094;1,75;2,15077201284038;2,78254401394285;1,75;2,57396560514996;1,01934956387586;4,8347676269872;1,84158485049456;0,681348403068887;0;4,0699310447415;1,80958779100775;2,15267979686739;2;1,75;0,5;1,72674419136101;2,5984242121216;3,13398814201355;4,70092033767184;1,25;1,25;1,09339492260171;4,47423910511389;1,25;0,949448349163611;0,836073160171509;0,628471294244971;4,70309400637778;1,89170295693525;1,75;1,04346420152274;2;3,17661468320369;4,58780776643558;2,75761382945702;0,767815253589216;0,600669658556892;1,75;1,75;2;4,04301978603146;2,91801093282085;1,60598842106107;4,5;4,5;2,63106819644154;2,89131307107923;3,19943002387855;1,84097539882221;2,33620677484954;1,3263535049401;0,5;4,5;1,93393674350061;1,56314109967236;4,88780420733979;2,32222941625967;2,39755079261845;2,19477788810375;2,25;4,03475799878815;1,75;2;1,06318004618547;0;1,25;1,10119525045212;0,96444152806161;2,25;1,25;1,11261249431996;0,661732414346995;2,5319796076659;3,39500374877593;0,5;3,5;1,25;4,49169160401993;1,75;1,75;0,5;0,921122936262341;2,51165399491398;3,49122596880944;3,50904050143857;4,5;1,25;4,5;1,25;4,67230944972127;3;4,13817619538781;2;1,25;3,1456037061967;4,59214354147769;4,7155239701809
2,8211452396685;3,58937518232939;1,63461278198967;1,75;2,85264677454375;1,75;1,90146785271422;2;4,5;1,59519744738713;1,75;0;4,5;2,25;1,75;2;0,577526555432718;0,5;1,68443437325043;0,981008715220265;1,75;4,09172921306069;1,45827531021008;1,25;0,584021318510185;3,77905626957261;0,639979156265026;1,75;3,80137747563486;1,25;4,5;1,62909277930348;1,75;0;2,79148427759832;3,0490818447662;4,54688615144551;2,75826630008326;1,75;1,25;1,59497966412221;3,73511171340942;2;4,5;2,12090310180602;2,25;4,5;4,45873866391309;1,59088435936295;2,80321723260135;4,91183020729191;2,2994852465575;2;1,03448941630055;0,5;4,22453053771729;1,02833820019306;1,04079956237264;4,5;1,65812304483639;2,6726150376129;0,890967215826254;2,63611591334274;4,88939168066224;1,75;2;2;0,5;1,00644238712566;0,938602312439402;1,49027584772104;2,25;0,514479744720496;2,25;2,79725977862126;1,15697193145752;2,00129309203536;0,5;4,93587303161621;1,25;4,65313275561348;1,75;0,814052399626957;0,5;2,23671045747432;1,28635768140031;3;2,28973523866839;4,06913056041539;0;4,69166816477276;1,259715629164;4,67514733629075;3;3,89169135265597;1,83630881124936;0,5063287315454;3,73711281117849;3,5;4,61362914909312
0,5;0,5;3,14108424919708;0,75;2,25;4,6327887986008;1,65210056304932;2,25;4,5;3,57066002980371;4,49865710991372;4;3,47569954277747;1,75;0,532458396876444;1,00654694997079;4;1,2602203317267;4;4;0,722217189717208;4,35362441016064;4;4;4,45538441811473;0,5;4;4;0,5;4;3;2,25;3,03671396991085;4;1,82045089095852;1,75;4,06934985475119;4,13844121021146;4;2,36998152732849;0,681599074826389;0,75;2,25;4,24853735568399;0,5;0,5;4,56774194984126;1,63606703281403;4,95270545405927;4;0,5;0,59686568826291;2,25;2;2,5;4,5;1,55266356468201;4,05224285044346;5;4,68113502938353;0,5;4;1,75;0,543669164180756;4;2,25;2,25;2,5;3,10961195831635;4;4;0,5;3,73488042444684;1,75;3,07251269466826;0,5;0,5;1,14541315387255;0,5;2,25593016541373;4,06692368540304;4;1,70540046691895;1,57459526954898;0,5;2,60237979888916;0,5;0,5;4,43357556240334;3,85616868215435;3;2;2,24568445712593;0,5;0,5;0,864195750031711;3,10322782215813;0,5;0,5;0,5
0,5;0,5;4,45943846062731;1,09212376041902;4;4,5;3,14944166138277;4;3,42181943469766;4;4,43941093722331;3,96114427920484;3,84136311423097;0,5;1,67776730106108;4,48920743050483;4,26267684263302;3;4,99604029115105;4,34259897812391;1,00280860159677;4,89880011319127;4,31349591878871;4,8212482295098;4,08047561444364;1,5;4,48807766171548;4,21153025013;1,18294693212162;3,04998296780977;2,40015455819674;4,94852638244629;4,5;4,78316577979511;4,70301010632096;0,5;3,33372913223399;4,13077969017009;4,5;2,79639968871903;0,538106523471934;1,87247464613639;3,741108079786;4;0,75;1,54036204821447;4,6259251784654;3;4,68730099251834;4,5;0,5;1,21928308355589;4,43646958816632;2,13705429999952;0,656803011894226;3,7463181078184;0,805734895079273;3,65399131581839;4;4,83632090028204;0,5;4,94668624454489;0,5;0,75;4,81932222415662;4;4;3;4,92252731040238;4;3,04224257825047;1,53788196832774;3,62230769480686;0,5;4,70875492026506;0;0,595184027727313;2,38153670373444;0,5;2,33425727362477;3,54875253539009;4,5;1,25;2,35108683647173;1,5;4;0,75;1,5;3,89694848419025;2,97767782211304;2,78337004724116;2,5;2,62719554390162;0,72617828134735;0,5;4;4;0,5;0,5;0,5
0,5;0,5;4,40621075844681;0,971571879681;2,25;4,43005607436879;2,25;2,25;4,5;3,16156744685097;4;3,7866995766697;3;1,75;0,75;2,43660453704028;4;1,40284397006167;3,71565842628479;4;0,754329955556584;4,76026344299316;4,17182013447016;4,87964623415826;4;0,5;4;4,14826273971622;0,5;3,36710887885052;3;2,25;3,33870778993643;3,94166027146469;2,74716321390456;2,65663514200441;4,45952445662558;3,95339277710458;2,67592668533325;1,50523387291712;0,75;0,848535471990954;2,51848208742146;4,15435791674739;0,5;0,5;4,17015302235733;2,41170163658061;4;3,72593274560102;0;0;2,25;2,60781121701366;2,5;4,5;0,971961118733492;3,36479081975519;2,81434774398804;4;0,5;4;1,75;0,939324656240328;1,31295776367188;2,25;1,27710592746735;3,5121786149741;4;3,25001192092896;4;0,5;3,79009933899627;1,95132213432869;4,84197959017101;0,5;0,5;2,5;0;2,15711269115895;4,89837348363286;4;0,775593062991087;2,5;0,5;1,75868914195275;0,5;0,5;4,36223184799879;3,84224061427742;2,44851756489301;2;3,31776689240605;0,5;0,5;3,34330218534139;3,90634532035624;0,5;0,5;0,5
0,5;0,5;3,88683772087097;4,95658069940125;3,5;3,20005965232849;3,5;3,54826672493865;2,40040914546717;2,98333444352417;4;2;2,5;1,71877944469452;3,2703601332709;4,97098979026591;3,88580903545293;1,23590498102638;4,41682586605513;4,79821087783119;4,40661003645817;3,65499666037736;2,03253856256257;2,52164200391697;4,25227432849457;0,5;2,35315293509194;3,54052839546489;3,14864663926356;2;2,5;3,63203608274089;4,16928332446575;2;2,31128954948452;2;2,48861428093566;4,44947570164198;4,61804245022034;1,03899452790571;3,5;3,50560206803754;2,42395341602338;2,08799181044474;1,68015015125275;3,17617933972561;3;2,19405293659961;4;4;0,5;3,85665958926857;4,60518980752918;1,36467070428872;2,5;3;3,5;2;3,96462936790876;4;0,5;3,94063146549306;1,37716373353133;1,33352804455605;4,55383035892333;4,0464143883653;3,5;2,5;1,51221221057335;2,98520383610632;2,72752139052726;3,5;2;1,80571853965787;4;3,98724548471498;3,5;2,5;0,5;1,96065894745321;2,1799805649463;3,27928215371411;3,87549179926305;2,5;3,88711239299137;3,98136352048319;3,73965639469198;3,28580814752998;3;2;1,92177213724785;1,20378144979653;2,5;3,5;0,5;3,5;2;0,5;0,5;0,5
4,5;4,52805205924811;2,80036661624926;1,5;2,89397107269334;2,53815110332246;1,31308334172381;1,97916308789475;3,5;3,94055632592205;3;3,71973028579714;4,65455377644606;1,25;0,5;1,65405352025016;3;1,21658237661076;4,43172025680542;3,61519601550661;0,5;3,5;3,7804300174026;3,5;3,29369542621714;4,95764845700825;3,5;3;0,5;3,92443570956794;3;2,5125126813131;2,28653081612966;3,242241816708;1,75;0,685701283479902;3,46465969572992;3,52173766937188;3,65844526684771;4,74329568433729;0,5;0,5;0,618988360100886;2,23102569580078;0,5;1,5;3,60119469957482;4,66518896430041;3;3;4,55925344562123;0,5;1,07765654547962;1,62919594376776;1,53130264744689;1,11653006076813;0,5;3,5;3,5;2,89818477630615;4,3346292215095;3,0051212310791;0,710299135050876;1,25;2,6332439699365;1,59931452367423;1,75;1,3417888879776;3,79919629208706;3,7569984857724;3,5;0,5;3,26313374809135;1,03612101242697;2,40665019136232;0,5;0,5;3,43879879379589;4,41859804206462;3;3,3023276069678;3;0,5;2,5;0,5;1,66128854391225;0,5;0,5;3,5;3,08231180118505;3;2,61915086657701;3;0,5;4,5;1,75;3,5;4,5;4,5;4,70454267910893
4,48584270477295;2,5;4,56871405316923;3,79073416920879;1,75;2,23638017766009;1,75;2,04171909277407;2;0;3,5;1,03744287837178;3,01074401056894;3,24889057374042;1,28705922550851;2,49837527680135;3,5;1,63985483191901;2,5147598844556;3,5;0,526408775954698;1,57135904420696;2,69832873344421;1,54831450923733;3,5;2,5;1,5;3,57343497619658;4,24586138978873;1,00732500618665;2,19938159557031;1,37345483171449;3,5;1,5;0;3;1,48789084632317;3,5;3,5;2;2,25;2,25;0,924537450505671;2,34691072690622;4,61262201360083;4,5;2;3;3,01357602840922;3,5;2,67215910073005;2,16106939315796;1,75;0,328867971897125;1,25;2;2,25;1,6813119108236;2;4,88362372009252;1,17758680841773;2,32977133864992;3,84276400871704;1,75;3,85067687456062;0,542003750801086;1,10339635731811;0,513532067189707;1,57839558160789;1,5;1,60702058654605;4,35093324834059;1,88145979767733;2,88412289548857;3,5;4,5;4,5;1,43872338670246;3,15058648593285;2,51905915304975;2,37703454931129;4,00071557331864;2,25;1,25;4,5;1,48597381077054;4,31914737928619;4,99191942205276;2;1,5;3,56598976886179;2;3,17974583207618;4,5;2,5;1,75;1,75162213004735;1,62038375698979;3,2660156806307;3,66190513533629
