hightec;makup_beauty;boy_toy;girl_toy;gardening;hightec;sport_stuff;gardening;music_pop;boy_toy;books;books;boy_toy;both_toy;music_pop;sport_stuff;boy_toy;sport_stuff;books;girl_toy;makup_beauty;hightec;books;both_toy;sport_stuff;hightec;movies;boy_toy;gardening;boy_toy
4,06111574172974;2,94043527540771;4,32673080420435;4,61614719713859;0,834437514578196;4,55182552337646;1,66926008028409;0,940010680556302;0,815774688411399;4,5;3,98746423702103;2,71314301561245;4,5;3;0,869398201754968;1,5;5;1,37226255534788;3;4,23976247163478;2,91225498444971;2,14030179527602;3;3,66741281080405;1,5;4,57397782270516;1,4793622190968;4,5;3,80534551493141;4,51412621164421
1,25;3,5;1,37674817646702;4;1,5;1,25;3;0,5;0,5;1,72879186772219;2;2,95946931838989;1,25;2,59075607759448;0,5;2,06686355269834;1,25;3;1,2942890377223;4;3,49521391303056;1,25;1,14167647256594;3;3;2,33698701858521;1,54794110429843;1,94575815715164;0,5;1,25
3,47365524967837;4,69932146822071;0,5;0,5;0,5;3;3,5;0,5;1,75745939684913;0,5;1,25449624855746;3,0062820715859;0,5;1,67796360523345;3,24728288699281;3,5;0,5;3,34357010496015;3,99600355839171;0,5;4,82837516154553;2,94082546234131;2,52440188151058;1,98703515366047;3,9490928966315;3,05054573763653;2,07848498391848;0,5;0,5;0,5
3,5;3,52228126699211;4,5;4,5;2,25;4,07693198000869;1,97593427867439;2,25;1,25;4,5;2,3599018307216;3;4,5;3,57938110901945;0,912770926952362;1,5;4,5;1,56480053466037;3,48741960687908;4,27589754028055;1,94229212726573;3,5;2,33430199899445;3;1,93562798757834;3,73639201779682;1,07146120959495;4,83731932278598;2,25;4,5
4,1593056056459;0,5;0,5;0,5;0;3,05617370924734;4;0,98297116951224;2,5;0,5;2,82615356372025;3,28379075288949;0,5;2,14589735755972;1,66181525572288;4,17898873667186;0,5;3,34438360219094;1,42869865894318;0,5;0,5;3,23635167732665;3,56204369736931;0,949189960956573;3,5161621749942;4,97856800350294;3,35693049377619;0,5;0,916503623321887;0,5
4,28173230741254;0,5;0,5;0,5;0,75;3,87916647311261;3,01963677165082;0;2,5;0,5;0,241987094283104;3,63283701223919;0,5;1,75;1,78485626205097;1,37103617191315;0,5;4,6420447386997;2,78910212255507;0,5;0,5;3,4405875608514;3,77100730304188;1,75;4,44752919648193;4;3,26112213486858;0,5;0,75;0,5
2,3695905759789;4,5;0;0,5;0,5;3;3,98374944831419;0,5;1,44834829561801;0,5;3,90134519659977;3;0,5;0,826570444892426;2,5;3,5;0,5;3,66915447575466;1,19404494762421;0,5;4,53533133842765;2,05477599895316;3,53321027314906;0,325942188501358;3,5;3;1,99725260631985;0,5;0,5;0,5
3,56589355113259;4,5;0,5;0,5;0,5;3,61238655616175;3,5;0,5;2,5;0,5;4,46396966626121;3;0;1,50343138585027;2,17754962862355;3,5;0,5;3,5;1,39794983919614;0,5;4,9483073674833;3;3;1,25;3,5073534913861;3;2,12126031663327;0,5;0,5;0,5
1,75;2,8734935959212;2,25;3,10239317598864;1,75;2,37663372577011;1,25;2,0192238609396;0,5;1,06560268046595;4,01285895519557;4,23705391876262;1,44047365358121;2,25;0;1,25;3,66465103773617;1,56563296474779;4,23224291728448;3,64719125146381;3,5;2,8176247893449;4,73662487032666;0,62070175615172;0,923386436152918;1,20622457457065;2,37422616843797;3,29669100781749;2,51608071081158;2,07912576272112
4,32116946267019;0,5;3,31201497573034;3,48048841975652;2,74893968959755;4;1,23646414290949;3,5;2,05803396136408;3,15098174156201;2,5;1,36185289423999;3,28544608097777;0,507740378379822;3,08535678455856;2,64194271044896;3,5;2;2,5;3,85689000126761;0,5;4,67041108928174;1,73753039526638;2;2,35509580995659;4;4,94005458566363;1,10589742660522;3,37274562258867;1,6496114730835
4,57025000339851;2,5;4,33294414232156;4,55683449867965;2,25;4,17914837420878;1,19669444635357;2,25;1,6175907683175;4,59929576171529;3,2542791996404;2,4031962642461;4,5;2,68604755401611;1,661748558591;1,85845320199544;4,5;0;2,55624960854475;4,5;2,85881456260514;2,35143450012032;3;3;1,5;3,5;1,75;4,5;1,38542788936078;4,482908385565
1,75;2,29496315973576;0,748101825010079;3;2,37928087281961;1,75;0,89759236574173;1,87055122590184;0,5;1,29607236701812;4,60863270964875;4,18404882363232;2,78050460632914;3,31478151367734;0,5;0;1,39768195450198;0,880390858920473;4,75361795432568;1,95947682857513;3,5;0,677179515361786;4,82788349493774;0,868974227630056;0,826742541429933;1,75;1,72564523048962;3,50288462638855;2,06056521416668;2,16186779768293
1,75;2,62159229471422;2,59418631442552;2,54568730506379;0,917285288179892;0,877648376337089;0,553648317490541;2,90107279382696;0,5;1,9311690521106;4,5;3,61622166633606;2,25;1,30023517403763;0,5;1,25;0,81492636949519;1,53657943105166;4,35876622253971;3;3,86621427536011;0,876719049120657;4,97619118447238;2,25;1,88041467074324;2,66673904083052;2,84484145876246;1,04362105114554;0,506352702624329;2,25
4,61627873946739;0,5;0,5;0,5;0,75;4;2,23506808280945;0,75;1,50910754665225;0,5;2,6497169736073;2,44716557788065;0,5;1,39650488616736;1,09022069773181;3,33610362947737;0,5;4,60925263241364;2,99659905349677;0,5;0,5;4,26661625004682;3,41967847730018;1,6245380079488;4,79982995986938;4;1,96265741878313;0,5;0,75;0,5
2,97817343286154;4,5918757652826;0,50425029429805;1,03533216520927;0,966887214205641;2,11348722647572;3,80942252409152;0,744252695815755;2,59318458456229;0,757431997338977;4,26284187904691;4;0,75;0,5;2,05076030318195;4;0,75;3,27598348272777;3,36470844427343;1,95299722764315;4,94135814576473;3,45435201351268;4,59034788216946;0,5;3,20848234100662;2,37941266148324;3,22565875073227;0,552472311096486;0,872671043906673;0,75
1,16291624454917;3,39029804309378;1,99872950534277;4,88372146053413;0,5;1,94568912309859;2,87926082912798;0,5;0,5;1,01025177841552;2,67282704714352;2,47888383338176;1,68456652280156;1,93310916423798;0,5;1,66222202777863;0,502800460207649;3,81518940991498;1,27725487494713;4,21414836273256;2,72581137843701;1,24412246595329;1,46157204567528;3;3;0,936473267123323;1,63276985736227;1,25;0,5;1,25
3;4,45350366060319;0,5;0,5;0,5;3,57653357348243;3,5;0,5;2,29748560781474;0,5;4,58514068628901;3;0,5;1,25;2,5;3,79438616232685;0,5;3,39913275996183;4,45675324064528;0,5;4,11046281694922;3;3;1,92634507707616;3,5;3;1,75;0,5;0,5;0
1,25;3,09917228487282;1,25;3,34370099582882;0,5;0,912688184954547;1,9039261341095;0,5;0,5;1,25;1,05950272083282;2;1,37616288632907;2,6848237443179;0,5;3,13291263580322;1,44230275901142;1,99610614776611;2;4,07189243150497;3,5;1,52306539124021;2;3;2,46014051253914;1,30183130214076;1,5;1,91790762493289;0,5;1,25
4;0;3,61184001882181;3,5;4,79823392247699;4;1,11946079885562;3,39763315273339;3,509158268808;3,88635365473402;3,74533197923812;1,29041035300605;3,5;3,61649990081787;2,5;2,66057769379605;3,5;1,28134771077025;1,33047699571144;3,5;0,5;4;2,5;2,09824132225394;2,295602212332;4,40343974223521;3,5;3,10492712217613;3,5;3,59904979709492
3,27117774135954;4,48929689847366;0,5;0,5;0,5;2,36159334627986;3,57673062783514;0;2,5;0,5;3,5333354473114;4,04543774716809;0,5;0;2,99286027578305;3,1476658522839;0,5;3,75769298558947;3;0,5;4,49377250671387;2,38395459874717;1,50739075639629;0,95570868088664;4,32035541534424;2,55001866004896;2,78110967310197;0,5;0,5;0
4;0,5;3,66960408802591;3,96204676989561;3,16651252013003;4,49865339859326;0,464230448007584;3,07082546365951;1,73267353918994;3,5;1,71678078720196;1,21817677385089;3,65375129536435;1,62524720124213;2,32367279814727;2;3,00126230344235;2,76974605106271;2,5;3,18299798955349;0,5;3,61932466859898;2,5;1,71432025391344;1,59702428085591;4,54226894748503;4,37951923505381;3,47801136294287;4,21578860944872;3,5
3,07599250649847;4,5;0,5;0,5;0,5;2,22614333696018;1,85829448699951;0,5;3,83529722170685;0,5;1,98596062929647;3;0,5;1,25;1,93946479816896;3,43763256279641;0,5;3,05505990982056;2,79633646914565;0,5;4,18350995759643;3,13257629663338;1,32739721067594;0,625353399489705;3,2318942575864;3;1,75;0,5;0,5;0,5
2,84542473351835;4,5;0,5;0,5;0,5;3,79612461654289;3,23369391925339;0,5;1,69749884339864;0,5;3;3;0,5;0,588440346572753;2,7319230873752;3,5;0,5;3,49545618169729;1,61879823758211;0,5;4,69994078888555;2,46045956409558;2,64046486170984;0,603998839855194;3,88551291026432;2,87372131220704;2,79137446838029;0,5;0,5;0,5
3,5;4,25231390132211;0,77107827936815;1,5;0,514558628673925;2,19851848399198;4;0,886636240587866;1,72282430749518;0,604277005467693;4;4;0,904949118571798;0,5;2;4,55161700935644;0,66778922484619;4;4,70576372170158;1,79803083781061;4,03246592685229;3,5;3,29766262615922;0,5;4,04267381459599;3,5;3,30307267387541;0,75;0,914812464693008;0,803465150205169
3,07777138290823;4,01674312586744;0,5;0,5;0,5;3,62343331501979;3,65779212008128;0,5;2,60779115120312;0,5;3;3;0,5;1,25;2,5;3,01696860744477;0,5;3,37175586510997;3;0,5;4,5;3,11778472136603;3;1,52152371337708;3,15484758287428;3,46141300139083;1,63789515855624;0,5;0,5;0,5
4,7981540108091;2,5;4,34947315526636;4,7335853305336;1,87550275231502;2,75701055012504;1,43025305281871;2,25;1,59225689693925;4,04692774826983;0,751724302768707;2,32890151456413;4,5;2,08359515205193;0,555003542711494;2,77272891998291;4,06215727704678;1,95590183602455;2,42668866851679;4,81591521194946;1,91309448141283;3,5;2,74594673735367;2,30206163986682;1,14104601700839;3,5;2,41889896961809;4,5;2,94859422647794;4,5
2,97923040390015;4,41673014239256;0,5;0,5;0,5;3,15393339430631;2,08414053916931;0,5;1,84675224025117;0,5;4,27904123965606;1,46526744610875;0,5;1,25;3,85903917618982;3,5;0,5;4,3786506652832;3;0,5;4,37297074793511;3,23455224709332;3,69839099175222;1,00631966628429;3,30393909490851;2,69575487575296;2,4366834391545;0,5;0,5;0,5
3,12830455514058;0,5;0,5;0,5;0,828088810820174;4;4,98584438207831;0,868817141218491;2,5;0,5;2,50393174798411;3,48679855535123;0,5;2,28686857223511;2,46130776405334;4,70542418384246;0,5;4,82135557654377;3;0,5;0,5;3,55095120917584;2,32065397888452;2,82254958936132;4,83929423142192;4;2,54839277246426;0,5;0,908635366432665;0,5
3;4,80478887623399;0,5;0,5;0,5;3,42124023820331;3,49091251403601;0,5;1,54173165584995;0,5;3;3,7137423300714;0;0,991408250057794;0;3,5;0,5;3,5;2,09802381745448;0,5;4,5;3,29418097217296;3;0,964525039058423;3,32332323413497;2,23093023813839;2,68539128880268;0,5;0,5;0,5
3,33954969855936;2,34979653358459;0,5;0,5;0,5;3;3,51006104727744;0,5;1,78605245602599;0,5;3;4,83870665721535;0,5;1,73556864261627;2,16396903580239;3,97565036824702;0,5;3,5;1,42117287983241;0,5;4,5;3,44476118285431;4,85347259410353;1,55920657425151;3,18013808651834;3;1,27736048878979;0,5;0,5;0,5
4;0,5;3,5;3,5;3,5;4;2;2,83065105687392;2,5;1,96055102348328;3,01956458344104;2,77809747205027;3,13689184102085;2,57627571820108;2,5;1,60599958896637;3,62466474511878;2;3,74575655476458;3,5;0,5;3,84734795933932;2,57640779976566;1,2370991987349;2;4,31914908407216;3,5;3,5;3,4492453250332;3,5
4;0,5;0,5;0,5;0,794974107898294;3,86784465465129;3,36739921400668;0,75;1,02000738914125;0,5;2,69974296758871;2,19830664349641;0,5;1,75;2,5;4,89958019829336;0,5;4;3;0,5;0,5;4;2,59876433601545;1,75;4;4;3,88299936842313;0;0,500231771962825;0,5
4;1,5;3,70684718792646;3,0994627075733;3,52700164938672;4;1,42101820857312;3,5;2,5;3,98321885102578;3,6171679271465;2,5;3,58388105015451;1,97538826566906;1,1384160528604;1,55202856033669;3,36660110548446;2,01567889052242;2,4310427608113;3,20069239018517;0,5;3,13519879436828;1,22060395089006;2;2,81325677214808;3,52479639394432;3,5;3,5;3,5;3,93449482411821
3,13180327415466;3,75767621759217;4,4906729070892;4,5;0,968016810001813;3,93561792373657;1,5;2,35076072549017;1,25;4,5;3;3,20038439668733;4,61138314037183;3;1,99654844682503;1,08139032501792;4,15430924443263;1,86349165526381;3,95247219221316;4,5;1,8461183783813;4,19604558273966;3,4654437142729;2,84688569737919;1,44452899854841;3,19801115989685;1,75;4,79916460104248;2,0422694487694;4,81259844443416
0,893192026714418;4,05456401782789;3,30735142077662;3;1,75;1,49120497167632;0,890781678674175;1,16767036914825;0;1,84711674081493;4,5;4,41397398915793;2,53956495553235;2,25;0,5;1,35678606217577;2,09904360771179;1,34338535337867;4,5;3;2,43659090364193;1,75;4,12376047164377;3,28216050252419;1,5914964012762;1,88830697536469;2;1,96090593047482;2,46251030404238;2,25
3,5;2,5;4,5;5;3,66177262233653;3,21386380363901;1,5;2,25;1,25;4,09989643096924;3,91284395657147;3;4,39416833659362;1,68683981895447;1,97686827181693;1,8046244135148;4,95953407695495;1,29367427401881;3;4,40912787635304;2,2172716214402;4,05532331627576;3,14237052162288;3;1,89833559137692;2,39474972961226;1,7720809393898;4,76873880893399;2,25;4,5
1,75;4,1086508129298;2,25;3,49954331084133;1,92897403399878;1,33357375270388;1,25;2,97600622706861;0,5;3,09067041151722;4,5;4,77713187587314;0,741581186531848;2,25;0,5;1,25;1,06404464787992;0,663053761777959;4,33440100184381;3,26059965196094;2,2782718177318;2,04690132664838;4,5;2,47002503251192;1,25;1,75;2,73471674590126;1,84041900832226;1,46090526714032;2,25
2,71229216070487;3,07230505071222;4,92715733075848;4,5;2,26074420416762;3,5;1,57997660272754;3,77408215881981;1,87590456631775;4,24134413490134;3,90284828464633;2,49187543824868;4,5;3,89817888191816;1,33580125162182;1,15707375069944;4,86578559310445;1,29439195166081;3;4,74978712375732;2,5;1,25872910022736;3,1211035713186;3;1,31077374066728;3,5;1,75;4,5;2,25;4,80352338906542
1,75;3,32233787249883;2,25;3;1,75;1,08354478123763;0,557193398475647;2,30678485511187;0,5;2,19633817672729;4,70270734871864;4,82295417684268;2,25;2,25;0,5;1,25;1,23518332989662;1,53090028373101;2,68349623680115;1,54528963565826;3,5847608761791;1,40198179399687;4,75004547822757;0,906574796376086;1,36713132977818;1,75;2,48739847051324;0,583397655553835;2,40018510883683;3,85720880718772
3,38828188199004;0,5;3,24180586926723;3,6333726880296;4,70250008101691;3,53380971426787;2;4,44220595082371;3,86541515582493;3,4359888320025;2,5;3,42584266254019;3,28547385394828;2,25125736615213;2,5;1,35733418835203;3,9023911938548;1,46979461818458;2,5;3,08294056173551;0,5;3,85854753705605;3,66018157157124;1,25147958577214;2;3,24419281736212;3,5;3,79843888841497;3,45272846820426;3,97120679494515
2,66390669982131;3,3401788130124;4,40193700790405;4,11465723259126;1,15778431583093;4,24377878347588;1,17880835252758;1,25398826657514;1,11039828537516;4,5;3,42020075554969;2,52878501663394;4,35389491466521;3,44854946501951;1,25;1,5;4,29770616269564;1,74794963642394;3;4,5;2,5;4,97833581593741;2,97972332545543;3;1,5;2,14541386074639;1,75;4,01858882420631;0,782107500490782;4,5
3,92403681898678;0,5;3,5;3,91771905632583;3,97694766147851;4;2,03524808540719;2,51658862992962;2,5;3,94671923012786;2,5;2,5;2,89135074615479;2;3,00204248027971;2;3,79023026246123;1,03355256655885;3,71863029790978;3,80578443771498;0,5;4,81449270248413;3,45812954262743;1,92138215290447;2;3,26420256600911;3,91580515350951;3,9916350603996;3,65904222133525;3,14763973147964
4,24751131946571;0,5;0,5;0,5;0,670446195020548;3,98234471538213;4;0,690216145101104;2,5;0,5;2,12111508013732;2,3629657413638;0,5;2,65644384485504;2,90394457332042;4;0,5;3,28732816236435;2,33553828780332;0,5;0,5;3,44783286957435;3,67183269079394;0,897615605219088;4,50432778499291;4,04533478386949;2,18055665408287;0,5;0,984767888199896;0,5
4;0,5;0,5;0,5;0,692542551873504;3,7994221042839;3,27805272595866;0,695750094342861;2,93530525590075;0,5;3,2433946473726;2,77322300373261;0,5;1,75;2,23865488322389;4,00604963302612;0,5;4;2,498673101188;0,5;0,5;4;2,17916130655406;1,75;4,26763507969102;4;3,68164795762005;0,5;0,75;0,5
1,87202185968497;0,5;1,25;1,00273980014154;4,38689932431416;2,40065108980082;2,07429480552673;4,33464563141328;0,5;1,25;4,5;4,12225896079198;1,60091911749957;1,30165342278856;0;1,5;1,25;1,2334198556996;4,54912294053897;1,5;0,5;2,25;4,19009658004627;0,539494763612512;1,86278042051139;1,62929447513506;0,618212848491135;1,25;5;0,636032813757673
2,23751637536917;4,45612144817418;0,5;0,5;0,5;4,72129821777344;3,96369431911208;0,5;2,78189490865073;0,5;4,01018995931847;3;0,5;1,25;3,77101182937622;3,40665897233722;0,5;1,85262143611908;3;1,5;4,97309703983976;3,60416719671533;3,93490339207226;1,46357984932306;3,5;3;1,75;0,5;0,5;0,5
3,5;4,5;0,75;1,64688589779981;0,75;3,5;4,40884197103271;0,757424501589231;2,13833799918105;0,506559908390045;4;4;0,888801993051917;0,5;2,97879655285682;4;0,518643647208178;4,76436038304323;4;1,5;4,64252484759433;3,4741335662427;4,0246006311032;0,5;3,88552291173745;3,5;3;0,75;0,802194454615095;0,75
1,27189148556063;4,60588455200195;1,25;4,65703426285509;0,5;0,792973101139069;3;0,5;0,5;1,05494860259581;1,78150267749163;2,16042757833396;1,44671512276247;2,30262336707796;0,5;2,87688841245924;1,25;3,81881218395141;2;4;4,70204362911267;1,25;2,33835506780928;3;3,56570932155741;1,29497690303017;1,54469875318217;0,366125702857971;0,5;1,25
